dim_ok,dim_tourism_level,title,year,type,type_label,venue,authors,doi,url,source_db,dim_cn,dim_ar,dim_tourism_strong,dim_tourism_weak
True,strong,Preservation of cultural heritage in China: A case study of Beijing hutongs,2024,journal-article,期刊论文,Gdańskie Studia Azji Wschodniej,Yinhui Mao; Yan Sun,10.4467/23538724gs.24.007.19868,https://doi.org/10.4467/23538724gs.24.007.19868,crossref,beijing; china; chinese,arab,cultural tourism; heritage; tourism,
True,strong,Framework Convention on Tourism Ethics (Arabic version),2020,monograph,专著,World Tourism Organization (UNWTO),,10.18111/9789284421756,https://doi.org/10.18111/9789284421756,crossref,china,arabic,tourism,
True,strong,Microlearning-based Tourism Arabic Teaching Material Model for Tourism Awareness Groups in Tourism Villages,2024,journal-article,期刊论文,KnE Social Sciences,Ihwan Rahman Bahtiar; Siti Jubaidah; Mohamad Sarip; Chakam Failasuf,10.18502/kss.v9i9.15659,https://doi.org/10.18502/kss.v9i9.15659,crossref,china,arabic,tourism; tourist,
True,strong,Women in Tourism Transport – Action Plan (Arabic version),2026,monograph,专著,UN Tourism,,10.18111/9789284427857,https://doi.org/10.18111/9789284427857,crossref,china,arabic,tourism,
True,strong,Tourism and the Sustainable Development Goals (Arabic version),2016,monograph,专著,World Tourism Organization (UNWTO),World Tourism Organization (UNWTO),10.18111/9789284417889,https://doi.org/10.18111/9789284417889,crossref,china,arabic,tourism,
True,strong,Gender-inclusive Strategy for Tourism Businesses (Arabic version),2022,monograph,专著,World Tourism Organization (UNWTO),,10.18111/9789284423347,https://doi.org/10.18111/9789284423347,crossref,china,arabic,tourism,
True,strong,Word-formation in the Arabic Language of Tourism,2015,journal-article,期刊论文,Lingue Culture Mediazioni - Languages Cultures Mediation (LCM Journal),Cristina Solimando,10.7358/lcm-2015-001-soli,https://doi.org/10.7358/lcm-2015-001-soli,crossref,china,arabic; arabs,tourism; tourist; visitors,
True,strong,Arabic for Tourism Purpose Via Web-Based Learning,2018,journal-article,期刊论文,International Journal of Modern Languages And Applied Linguistics,Mohammad Taufiq Abdul Ghani; Wan Ab Aziz Wan Dau,10.24191/ijmal.v2i1.7501,https://doi.org/10.24191/ijmal.v2i1.7501,crossref,china,arabic,tourism,
True,strong,Integrating Ideological and Political Education into An Arabic for Tourism Course in China: A Student-Centered Case Study,2025,journal-article,期刊论文,"Education, Language and Sociology Research",Shuhan Ma,10.22158/elsr.v6n3p54,https://doi.org/10.22158/elsr.v6n3p54,crossref,china,arabic; jordan,tourism,
True,strong,Deep Learning in Arabic Language Learning for Virtual Tourism,2025,journal-article,期刊论文,Journal of Social Science and Education Research,Wulan Indah Fatimatul Djamilah; Ida Miftakhul Jannah,10.59613/jitir.v2i2.12,https://doi.org/10.59613/jitir.v2i2.12,crossref,china,arabic,tour; tourism,
True,strong,Tourism and Rural Development: A Policy Perspective (Arabic version),2025,monograph,专著,UN Tourism,,10.18111/9789284424641,https://doi.org/10.18111/9789284424641,crossref,china,arabic,heritage; tourism,
True,strong,COMPILING VOCABULARY LISTS FOR CORPUS-BASED ARABIC FOR TOURISM TEACHING,2021,journal-article,期刊论文,Arabiyat : Jurnal Pendidikan Bahasa Arab dan Kebahasaaraban,Faisal Hendra; Mujahidah Fharieza Rufaidah,10.15408/a.v8i1.20818,https://doi.org/10.15408/a.v8i1.20818,crossref,china,arabic,tourism,
True,strong,The Potential of Arabic as a Tourism Language in Malaysia,2013,journal-article,期刊论文,Journal of Educational and Social Research,Hashim Bin Mat Zin; Tengku Ghani Tengku Jusoh; Zulkarnain Mohamed; Roslan Abdul Rahman; Noorsafuan Che Noh,10.5901/jesr.2013.v3n7p490,https://doi.org/10.5901/jesr.2013.v3n7p490,crossref,china,arabic,tourism,
True,strong,Arabic Language Competence in Tourism: Strategic Approaches and Literature Insights,2025,journal-article,期刊论文,Al-Irfan : Journal of Arabic Literature and Islamic Studies,Entin Safitri; Rumadani Sagala; Erlina Erlina; Koderi Koderi,10.58223/al-irfan.v8i2.377,https://doi.org/10.58223/al-irfan.v8i2.377,crossref,china,arabic; middle east; middle eastern,tour; tourism; tourism industry; tourists; travelers,
True,strong,Translingual Islam: The Perso-Arabic Cosmopolis in China,2024,journal-article,期刊论文,International Journal of Islam in Asia,Guangtian Ha,10.1163/25899996-20241067,https://doi.org/10.1163/25899996-20241067,crossref,china; chinese,arabic; islamic,destination; tourism,
True,strong,Participant's Perspective on Arabic for Tourism Learning during the Covid-19 Pandemic,2021,journal-article,期刊论文,Journal of Tourism Education,Hikmah Maulani; Ahmad Faqih,10.17509/jote.v1i1.37205,https://doi.org/10.17509/jote.v1i1.37205,crossref,china,arabic,tourism,
True,strong,Sustainable Development of Tourism in Deserts (Arabic version): Guide for Decision Makers,2012,monograph,专著,World Tourism Organization (UNWTO),,10.18111/9789284414055,https://doi.org/10.18111/9789284414055,crossref,china,arabic,tourism,
True,strong,"Global Roadmap for Food Waste Reduction in the Tourism Sector, Arabic version",2024,monograph,专著,UN Tourism,,10.18111/9789284425983,https://doi.org/10.18111/9789284425983,crossref,china,arabic,cruise; tourism,
True,strong,"Regional Report on Women in Tourism in the Middle East, Arabic version",2021,monograph,专著,World Tourism Organization (UNWTO),,10.18111/9789284422593,https://doi.org/10.18111/9789284422593,crossref,china,arabic; middle east; saudi,tourism,
True,strong,Studying the Priorities of Promoting Arabic Tourism to Egypt in Peak and Recession Tourism Periods: (Saudi Tourist Case Study),2016,journal-article,期刊论文,Journal of Association of Arab Universities for Tourism and Hospitality,Sameh Abd El Baki,10.21608/jaauth.2016.48009,https://doi.org/10.21608/jaauth.2016.48009,crossref,china,arabic; egypt; saudi,tourism; tourist,
True,strong,"Awareness of the Recreational Tourism Sector Workers Arabic Republic of Egypt ""Evaluative Study""",2017,journal-article,期刊论文,Journal of Applied Sports Science,,10.21608/jass.2017.84608,https://doi.org/10.21608/jass.2017.84608,crossref,china,arabic; egypt,tourism,
True,strong,"Enhancing Cross-Cultural Communication In Tourism:, A Relevance-Based Approach To Translating Tourism Promotion Texts ""TPTS"" Between Arabic And English",2025,journal-article,期刊论文,مجلة اللسانيات العربية,سارة الشبيلي; شذا الشايع,10.60161/1482-000-020-006,https://doi.org/10.60161/1482-000-020-006,crossref,china,arabic,tourism,
True,strong,Recreational transitions and it's relationship with Sports tourism Investment in The Egyptian Arabic Republic,2018,journal-article,期刊论文,Assiut Journal of Sport Science and Arts,Hamdino El- Said,10.21608/ajssa.2018.70411,https://doi.org/10.21608/ajssa.2018.70411,crossref,china,arabic; egyptian,tourism,
True,strong,Tourism and Rural Development: Understanding Challenges on the Ground – Lessons learned from the Best Tourism Villages by UNWTO Initiative (Arabic version),2025,monograph,专著,UN Tourism,,10.18111/9789284426881,https://doi.org/10.18111/9789284426881,crossref,china,arabic,tourism,
True,strong,A New Perspective of Learning Arabic in Lombok as A World Halal Tourism Destination,2020,journal-article,期刊论文,ALSINATUNA,Dony Handriawan,10.28918/alsinatuna.v6i1.2846,https://doi.org/10.28918/alsinatuna.v6i1.2846,crossref,china,abu dhabi; arabic; halal,destination; resort; tourism; travel,
True,strong,From Arabic to Arabic,2026,journal-article,期刊论文,Journal of Arabic and Islamic Studies,Mahmoud Hassanein,10.5617/jais.13513,https://doi.org/10.5617/jais.13513,crossref,china,arabic; egyptian,tourism,
True,strong,"Transportation and domestic tourism inequality in China, 2006–2014",2017,proceedings-article,会议论文,2017 4th International Conference on Industrial Economics System and Industrial Security Engineering (IEIS),Yujie Yuan,10.1109/ieis.2017.8078625,https://doi.org/10.1109/ieis.2017.8078625,crossref,china,arabic,tourism,
True,strong,Tourism: Economic and Cultural Bond between China and Nepal,2019,book-chapter,图书章节,Series on China’s Belt and Road Initiative,Bishnu B. Khatri,10.1142/9789813278721_0010,https://doi.org/10.1142/9789813278721_0010,crossref,china,arabic,tourism,
True,strong,Building a New Tourism Sentiment Lexicon Containing Descriptive Words in Modern Standard and Colloquial Arabic,2022,journal-article,期刊论文,International Journal of Computer Applications,Mohammed Alkoli; B. Sharada; Sami A.M. Alquhali,10.5120/ijca2022921951,https://doi.org/10.5120/ijca2022921951,crossref,china,arabic,tourism,
True,strong,Arabic Language for Tourism: Development of Application of Learning Assessment: Based on Hybrid/ Blended Learning,2018,proceedings-article,会议论文,Improving Educational Quality Toward International Standard,Muhammad Yunus Anis,10.5220/0008679900760081,https://doi.org/10.5220/0008679900760081,crossref,china,arabic,tourism,
True,strong,China in Early Arabic and Persian Accounts: A Literary and Cultural Approach,2022,book-chapter,图书章节,"O Ty, z jakiejkolwiek przychodzisz krainy, przeczytaj opowiedzianą pieśń… Księga jubileuszowa profesor Jolanty Sierakowskiej-Dyndo",Mirosław Michalak,10.31338/uw.9788323587521.pp.226-238,https://doi.org/10.31338/uw.9788323587521.pp.226-238,crossref,china,arabic,tourism,
True,strong,Pembelajaran Arabic for Tourism Berbasis Budaya “Compo Sampari” Berorientasi Model CIRC dalam Meningkatkan Kreativitas Mahasiswa,2024,journal-article,期刊论文,JANAH: Jurnal  Pendidikan dan Pengajaran,Afjalurrahmansyah Afjalurrahmansyah; Najamudin Najamudin,10.66371/janah.v1i1.3,https://doi.org/10.66371/janah.v1i1.3,crossref,china,arabic,tourism,
True,strong,Analysis on the Coordination Between Tourism Activities and Tourism Supporting Facilities: A Case Study in China,2022,book-chapter,图书章节,Lecture Notes in Operations Research,Hongman He; Daoyuan Li; Xiaoxuan Wei,10.1007/978-981-19-5256-2_124,https://doi.org/10.1007/978-981-19-5256-2_124,crossref,china,arabic,tourism,
True,strong,Media Discourse on Big Data and Tourism Attractions in China,2018,book-chapter,图书章节,Perspectives on Asian Tourism,Mingming Cheng,10.1007/978-981-10-8426-3_13,https://doi.org/10.1007/978-981-10-8426-3_13,crossref,china,arabic,attractions; tourism,
True,strong,Research on Tourism Strategies in China Based on Planning Models,2024,journal-article,期刊论文,Academic Journal of Business &amp; Management,,10.25236/ajbm.2024.061112,https://doi.org/10.25236/ajbm.2024.061112,crossref,china,arabic,tourism,
True,strong,"Study on the Development of Summer Tourism in Heilongjiang, China",2024,journal-article,期刊论文,International Journal of Education and Humanities,Linan Xian,10.54097/gdb2v160,https://doi.org/10.54097/gdb2v160,crossref,china,arabic,destination; tourism; tourist; vacation,
True,strong,Website Development in Tourism and Hospitality: The Case of China,2013,book-chapter,图书章节,Information and Communication Technologies in Tourism 2014,Liang Wang; Rob Law,10.1007/978-3-319-03973-2_43,https://doi.org/10.1007/978-3-319-03973-2_43,crossref,china,arabic,hospitality; tourism,
True,strong,Difficulties and Countermeasures to Improving of Inbound Tourism in China,2017,journal-article,期刊论文,"DEStech Transactions on Social Science, Education and Human Science",Li YAN,10.12783/dtssehs/ermm2017/14703,https://doi.org/10.12783/dtssehs/ermm2017/14703,crossref,china,arabic,tourism,
True,strong,"Ethnic tourism, structural inequality, and livelihood differentiation in Southwest China",2026,journal-article,期刊论文,Tourism Geographies,Sicheng Li; Doo-Chul Kim,10.1080/14616688.2026.2677530,https://doi.org/10.1080/14616688.2026.2677530,crossref,china,arabic,tourism,
True,strong,Expanding Market of Silver Health and Wellness Tourism in China,2026,book-chapter,图书章节,Sustaining Silver Economy Vitality Through Social Service and Business Partnerships,Allen Hu; Johnston H. C. Wong; Sam Poshan Yu,10.4018/979-8-3373-9370-4.ch011,https://doi.org/10.4018/979-8-3373-9370-4.ch011,crossref,china; chinese,arabic,heritage; sightseeing; tourism,
True,strong,Diagnosing tourism-ecology conflicts: a city-scale framework for China,2026,journal-article,期刊论文,Humanities and Social Sciences Communications,Wenting Luo; Hu Yu,10.1057/s41599-026-08192-x,https://doi.org/10.1057/s41599-026-08192-x,crossref,china,arabic,tourism,
True,strong,The Stress Responses of Unemployment in Tourism Industry of China,2021,journal-article,期刊论文,Asia Proceedings of Social Sciences,Khwaja Naveed; Fawad Rauf; Abdul Ahad; Cosmina Voinea; Khwaja Fawad,10.31580/apss.v7i1.1757,https://doi.org/10.31580/apss.v7i1.1757,crossref,china,arabic,tourism; tourism industry,
True,strong,1. The Landscape of Tourism Research in China: An Overview,2015,book-chapter,图书章节,Tourism Research in China,,10.21832/9781845415488-003,https://doi.org/10.21832/9781845415488-003,crossref,china,arabic,tourism,
True,strong,"Promoting Cultural Tourism: Laoshan Taoism District in Tsingtao City, China",2022,journal-article,期刊论文,"Journal of Humanities, Arts and Social Science",Xiaoyu Jia; Chonlavit Sutunyarak,10.26855/jhass.2022.09.029,https://doi.org/10.26855/jhass.2022.09.029,crossref,china,arabic,cultural tourism; tourism,
True,strong,Research on the Development Strategies of Rural Tourism in China,2016,proceedings-article,会议论文,"Proceedings of the 2016 International Conference on Economy, Management and Education Technology",Ting Zhao,10.2991/icemet-16.2016.294,https://doi.org/10.2991/icemet-16.2016.294,crossref,china,arabic,tourism,
True,strong,An Analysis of Research Trends on Red Tourism in China,2024,journal-article,期刊论文,Journal of Region &amp; Culture,홍익대학교 일반대학원 문화예술경영학과 박사과정; Yingfu Zhang; Ayoung Yoon,10.26654/iagc.2024.11.4.289,https://doi.org/10.26654/iagc.2024.11.4.289,crossref,china,arabic,tourism,
True,strong,International Code for the Protection of Tourists (Arabic version),2022,monograph,专著,World Tourism Organization (UNWTO),,10.18111/9789284423484,https://doi.org/10.18111/9789284423484,crossref,china,arabic,tourism; tourists,
True,strong,RESEARCH JF KEY FACTORS BLOCKING ARABIC TOURISTS FROM ENGAGING INTO WINTER,2025,journal-article,期刊论文,"EKONOMIKA I UPRAVLENIE: PROBLEMY, RESHENIYA","Federal State Autonomous Educational Institution of Higher Education Peoples Friendship University of Russia (RUDN University), Moscow, Russia; Heraqan M. Abdulrab",10.36871/ek.up.p.r.2025.06.05.015,https://doi.org/10.36871/ek.up.p.r.2025.06.05.015,crossref,china,arabic; halal,destination; festivals; resorts; tour; tourism; tourists; travel,
True,strong,THE CHARACTERISTICS OF PROPOSE ARABIC LANGUAGE MODULE FOR THE PURPOSE OF TOURISM: A CASE STUDY ON TOURISTS’ MOSQUE IN KUALA LUMPUR.,2020,journal-article,期刊论文,Journal of critical reviews,,10.31838/jcr.07.14.89,https://doi.org/10.31838/jcr.07.14.89,crossref,china,arabic,tourism; tourists,
